Kitap Adı,Kitabın kategorisi,Kitap Yazarı,Yayınevi,100 Üzerinden Aldığı Puan,Favorilere Ekleyen Kişi Sayısı,Okuyacağım olarak işaretlenmiş sayısı,Okuyorum olarak işaretlenmiş sayısı,Okudum olarak işaretlenmiş sayısı,Liste Fiyatı,Yayın Tarihi,Dil,Sayfa Sayısı,Cilt Tipi,Boyut,Kağıt Cinsi,Toplam Satılma Sayısı,Toplam Yorum Sayısı
Bugün Kalan Hayatımın İlk Günü,Kitap > Edebiyat > Roman (Çeviri),Maud Ankaoua,YAN PASAJ,4 / 5 (79 oy),5.175,216,27,230,"290,00",15.06.2023,TÜRKÇE,304,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,6238,58
Muhtelif 2 / İslam’a İtirazlar ve Cevapları,Kitap > Din > İslamiyet,Altay Cem Meriç,TİN YAYINLARI,5 / 5 (76 oy),1.866,152,22,81,"225,00",22.02.2025,TÜRKÇE,192,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,3420,39
Martin Eden,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Jack London,TÜRKİYE İŞ BANKASI KÜLTÜR YAYINLARI,5 / 5 (3312 oy),24.043,2.332,307,3.680,"170,00",18.08.2023,TÜRKÇE,520,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,33612,1.716
Dijital Dedektifler 2 / Oyunun Sonu,Kitap > Çocuk Kitapları > Diğer,Orhan Toker,ACAYİP KİTAPLAR,5 / 5 (93 oy),1.415,93,8,180,"149,00",05.06.2024,TÜRKÇE,128,Karton Kapak,12 x 19.5 cm,Kitap Kağıdı,11209,54
Mutlu Evliliğin Sırları,Kitap > Eğitim > Annelik-Babalık-Aile,Mehmet  Yıldız,TİMAŞ YAYINLARI,5 / 5 (87 oy),1.093,151,9,39,"350,00",08.10.2024,TÜRKÇE,296,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,6231,82
"Tüfek, Mikrop ve Çelik (Karton Kapak)",Kitap > Bilim & Mühendislik > Popüler Bilim,Jared Diamond,PEGASUS YAYINLARI,5 / 5 (3514 oy),26.592,3.389,516,2.537,"799,98",28.09.2018,TÜRKÇE,664,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,72712,1.599
Geliştiren Anne-Baba,Kitap > Çocuk Kitapları > Ana-Baba kitapları > Kitap > Eğitim > Annelik-Babalık-Aile,Doğan Cüceloğlu,KRONİK KİTAP,5 / 5 (345 oy),13.142,583,103,719,"245,00",08.11.2021,TÜRKÇE,192,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,27535,207
İntihar Dükkanı,Kitap > Edebiyat > Roman (Çeviri),Jean Teule,SEL YAYINCILIK,4 / 5 (467 oy),8.598,390,41,753,"180,00",23.09.2022,TÜRKÇE,144,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,9884,278
İnsan Vücudu Tiyatrosu,Kitap > Çocuk Kitapları > Kaynak Kitaplar > Bilim,Maris Wicks,DOMİNGO ÇOCUK,5 / 5 (965 oy),7.631,597,120,1.197,"380,00",19.09.2022,TÜRKÇE,240,Karton Kapak,15.5 x 22 cm,Kitap Kağıdı,32408,630
İyilik Timi,Kitap > Çocuk Kitapları > Roman,Metin Özdamarlar,TİMAŞ İLK GENÇ,5 / 5 (269 oy),3.634,322,54,453,"145,00",18.07.2025,TÜRKÇE,144,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,34201,178
Algernon'a Çiçekler,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Daniel Keyes,KORİDOR YAYINCILIK,5 / 5 (1397 oy),16.281,1.039,158,2.204,"270,00",18.03.2015,TÜRKÇE,325,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,27831,861
"Öfke, Kin, Haset ve Kurtuluş Yolları",Kitap > İslam > Tasavvuf,İmam Gazali,ÇELİK YAYINEVİ,5 / 5 (66 oy),4.131,114,18,103,"160,00",01.04.2022,TÜRKÇE,176,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,4736,42
Dört Anlaşma: Toltek Bilgelik Kitabı,Kitap > Kişisel Gelişim,Don Miguel Ruiz,ÖTESİ YAYINCILIK,5 / 5 (1183 oy),10.976,712,105,1.547,"200,00",30.07.2021,TÜRKÇE,122,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,38996,614
Bağırmayalım da Ne Yapalım?,Kitap > Eğitim > Çocuk Eğitimi,Hatice Kübra Tongar,AİLE YAYINLARI,5 / 5 (83 oy),1.129,105,20,38,"200,00",04.07.2025,TÜRKÇE,208,Karton Kapak,15.5 x 23 cm,Kitap Kağıdı,5427,75
Günübirlik Hayatlar,Kitap > Psikoloji > İnceleme > Kitap > Orijinal Dil > İngilizce,Irvin D. Yalom,PEGASUS YAYINLARI,4 / 5 (1542 oy),19.381,1.307,120,1.916,"299,98",15.03.2016,TÜRKÇE,208,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,34772,744
Toplum Sözleşmesi,Kitap > Siyaset > Araştırma-İnceleme,Jean Jacques Rousseau,KAPRA YAYINCILIK,5 / 5 (262 oy),5.604,422,54,376,"40,00",28.11.2020,TÜRKÇE,144,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,16577,123
Yaşamak,Kitap > Edebiyat > Roman (Çeviri),Yu Hua,JAGUAR KİTAP,5 / 5 (2355 oy),37.464,2.288,223,4.199,"240,00",28.11.2019,TÜRKÇE,210,Karton Kapak,12.8 x 19.7 cm,Kitap Kağıdı,60948,1.460
İnci,Kitap > Edebiyat > Roman (Çeviri),John Steinbeck,İLETİŞİM YAYINLARI,5 / 5 (74 oy),2.812,113,7,211,"185,00",12.10.2023,TÜRKÇE,92,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,4003,46
Pal Sokağı Çocukları,Kitap > Edebiyat > Roman (Çeviri),Ferenc Molnar,KAPRA YAYINCILIK,5 / 5 (203 oy),6.476,360,33,484,"40,00",01.01.2023,TÜRKÇE,200,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,19156,129
Beni Kandıramaz,Kitap > Çocuk Kitapları > Diğer,Orhan Toker,ACAYİP KİTAPLAR,5 / 5 (33 oy),1.217,136,27,69,"110,00",28.05.2025,TÜRKÇE,72,Karton Kapak,12 x 19.5 cm,Kitap Kağıdı,3243,21
Söyleme Bilmesinler,Kitap > Edebiyat > Roman (Yerli),Şermin Yaşar,DOĞAN KİTAP,5 / 5 (848 oy),12.751,952,108,2.058,"220,00",22.12.2023,TÜRKÇE,200,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,30241,684
Tanturalı Kadın,Kitap > Edebiyat > Roman (Çeviri),Radva Aşur,KETEBE YAYINEVİ,5 / 5 (104 oy),1.294,118,17,126,"339,00",14.11.2024,TÜRKÇE,400,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,3118,53
Yaşlı Adam ve Deniz,Kitap > Çocuk Kitapları > 100 Temel Eser > Kitap > Edebiyat > Roman (Çeviri),Ernest Hemingway,BİLGİ YAYINEVİ,5 / 5 (2153 oy),17.866,1.253,91,3.050,"180,00",01.04.2019,TÜRKÇE,88,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,36059,1.042
İlham Çobanı,Kitap > Çocuk Kitapları > Hikaye,Tuğba Coşkuner,CEZVE ÇOCUK,5 / 5 (34 oy),1.360,108,17,86,"215,00",03.02.2025,TÜRKÇE,96,Karton Kapak,16.5 x 23.5 cm,Kitap Kağıdı,2540,19
Pediatrik Acil Servis Order-Reçete El Kitabı,Kitap > Sağlık-Tıp,Dr. Muhammed Emrullah Yıldırım,KİTAPYURDU DOĞRUDAN YAYINCILIK (KDY),5 / 5 (12 oy),278,8,3,6,,26.07.2024,TÜRKÇE,126,Karton Kapak,15 x 22.5 cm,1. Hm. Kağıt,4105,7
Dijital Dedektifler 3 / Sosyal Maskara,Kitap > Çocuk Kitapları > Diğer,Orhan Toker,ACAYİP KİTAPLAR,5 / 5 (66 oy),909,71,6,134,"149,00",06.06.2024,TÜRKÇE,128,Karton Kapak,12 x 19.5 cm,Kitap Kağıdı,4495,33
Serenad,Kitap > Edebiyat > Roman (Yerli),Zülfü Livaneli,İNKILAP KİTABEVİ,5 / 5 (217 oy),9.313,296,57,1.184,"455,00",16.11.2021,TÜRKÇE,416,Karton Kapak,13.7 x 23 cm,Kitap Kağıdı,11763,171
Biomortem / Glia,Kitap > Edebiyat > Roman (Yerli),Serkan Karaismailoğlu,ORTAPİA,5 / 5 (115 oy),2.973,276,29,178,"295,00",22.04.2025,TÜRKÇE,261,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,7035,79
Can Borcu,Kitap > Edebiyat > Roman (Yerli),Piraye,MONA KİTAP,4 / 5 (40 oy),1.883,97,21,82,"575,00",04.09.2025,TÜRKÇE,592,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,3533,23
Şu Hortumlu Dünyada Fil Yalnız Bir Hayvandır (ciltsiz),Kitap > Kişisel Gelişim,Ahmet Şerif İzgören,ELMA YAYINEVİ,5 / 5 (2199 oy),10.731,783,89,2.833,"179,00",02.04.2019,TÜRKÇE,176,Karton Kapak,14 x 21 cm,Kitap Kağıdı,35998,1.277
Arachnoid Mater,Kitap > Edebiyat > Roman (Yerli),Serkan Karaismailoğlu,ELMA YAYINEVİ,5 / 5 (851 oy),7.237,590,72,1.384,"360,00",03.09.2020,TÜRKÇE,488,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,21195,502
Kapak Kızı,Kitap > Edebiyat > Hikaye (Yerli),Ayfer Tunç,CAN YAYINLARI,5 / 5 (596 oy),9.197,501,55,1.079,"365,00",27.09.2021,TÜRKÇE,264,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,17589,343
Gece Açan Çiçekler,Kitap > Edebiyat > Roman (Yerli),Tarık Tufan,DOĞAN KİTAP,5 / 5 (180 oy),4.344,295,39,309,"295,00",22.01.2025,TÜRKÇE,312,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,7355,123
Ayı Dönüyor,Kitap > Çocuk Kitapları > Roman,Hannah Gold,TİMAŞ GENÇ,5 / 5 (57 oy),1.208,86,8,123,"265,00",02.04.2024,TÜRKÇE,272,Karton Kapak,13.5 x 20.5 cm,Kitap Kağıdı,3490,35
Kendime Düşünceler,Kitap > Felsefe-Düşünce > Diğer,Marcus Aurelius,CAN YAYINLARI,5 / 5 (62 oy),3.677,142,14,106,"100,00",14.03.2023,TÜRKÇE,184,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,5413,29
Kudüs… Ey Kudüs,Kitap > Tarih > Dünya,Larry Collins,KRONİK KİTAP,5 / 5 (322 oy),4.418,336,43,196,"595,00",06.02.2018,TÜRKÇE,640,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,5638,144
Bir Aşk Masalı,Kitap > Edebiyat > Roman (Yerli),Ahmet Ümit,YAPI KREDİ YAYINLARI,4 / 5 (548 oy),9.975,1.033,154,1.500,"260,00",10.10.2022,TÜRKÇE,256,Karton Kapak,13.5 x 23 cm,Kitap Kağıdı,23301,377
Başarısızlar Kulübü,Kitap > Çocuk Kitapları > Roman,Anıl Basılı,TİMAŞ İLK GENÇ,5 / 5 (282 oy),4.150,331,46,630,"160,00",07.01.2022,TÜRKÇE,160,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,20693,163
Badem Ağacı,Kitap > Edebiyat > Roman (Çeviri),Michelle Cohen Corasanti,PEGASUS YAYINLARI,5 / 5 (743 oy),5.246,424,32,862,"350,00",13.04.2015,TÜRKÇE,384,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,9941,424
Uçan Sınıf,"Kitap > Çocuk Kitapları > 6-12 Yaş > Hikaye, Roman & Masal > Kitap > Çocuk Kitapları > 100 Temel Eser > Kitap > Orijinal Dil > Almanca",Erich Kastner,CAN ÇOCUK YAYINLARI,5 / 5 (1528 oy),6.252,683,94,1.343,"265,00",07.03.2019,TÜRKÇE,188,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,50783,495
Veba Geceleri,Kitap > Edebiyat > Roman (Yerli),Orhan Pamuk,YAPI KREDİ YAYINLARI,4 / 5 (780 oy),11.708,1.458,226,1.243,"480,00",22.03.2021,TÜRKÇE,544,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,26948,420
Beyaz Kitap,Kitap > Edebiyat > Roman (Çeviri),Han Kang,APRIL YAYINCILIK,4 / 5 (68 oy),2.444,110,6,105,"240,00",21.02.2024,TÜRKÇE,152,Karton Kapak,Bilgi Yok,Kitap Kağıdı,2996,35
Ünsüz Youtuberın Günlüğü,Kitap > Çocuk Kitapları > Roman,Miyase Sertbarut,ALTIN KİTAPLAR - ÖZEL ÜRÜN,5 / 5 (220 oy),1.252,148,19,312,"260,00",03.10.2019,TÜRKÇE,184,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,12634,100
Nar Ağacı,Kitap > Edebiyat > Roman (Yerli),Prof. Dr. Nazan Bekiroğlu,TİMAŞ YAYINLARI,5 / 5 (5771 oy),33.805,2.664,345,6.314,"550,00",05.09.2019,TÜRKÇE,536,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,57091,3.289
Veronika Ölmek İstiyor,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > Portekizce,Paulo Coelho,CAN YAYINLARI,5 / 5 (4136 oy),50.179,3.538,332,7.152,"300,00",06.08.2019,TÜRKÇE,198,Karton Kapak,15 x 23 cm,Kitap Kağıdı,84275,2.163
İnce Memed 2,Kitap > Edebiyat > Roman (Yerli),Yaşar Kemal,YAPI KREDİ YAYINLARI,5 / 5 (2426 oy),19.389,1.594,223,3.563,"450,00",27.02.2020,TÜRKÇE,459,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,42011,1.114
Küçük Kara Balık,Kitap > Edebiyat > Hikaye (Çeviri),Samed Behrengi,KAPRA YAYINCILIK,5 / 5 (156 oy),2.268,132,16,378,"20,00",21.12.2020,TÜRKÇE,56,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,21209,88
Cumhuriyet’in İlk Sabahı,Kitap > Çocuk Kitapları > Roman,Prof. Dr. İlber Ortaylı,KRONİK KİTAP,5 / 5 (620 oy),8.157,779,94,1.379,"245,00",09.08.2025,TÜRKÇE,120,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,58104,413
Beni Asla Bırakma,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Kazuo Ishiguro,YAPI KREDİ YAYINLARI,4 / 5 (1014 oy),10.803,822,62,1.190,"250,00",30.09.2024,TÜRKÇE,272,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,15094,524
Şakir Paşa Ailesi,Kitap > Edebiyat > Anı (Hatırat),Şirin Devrim,DOĞAN KİTAP,5 / 5 (69 oy),2.523,123,16,116,"280,00",17.01.2025,TÜRKÇE,296,Karton Kapak,13.7 x 21 cm,Kitap Kağıdı,3568,52
Maneviyatı Yükselten İlkeler,Kitap > İslam > Tasavvuf,İmam Gazali,ÇELİK YAYINEVİ,5 / 5 (42 oy),3.931,116,9,63,"210,00",06.03.2023,TÜRKÇE,216,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,3620,17
Sineklerin Tanrısı (Karton Kapak),Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,William Golding,TÜRKİYE İŞ BANKASI KÜLTÜR YAYINLARI,4 / 5 (9318 oy),38.575,5.212,596,10.912,"216,00",25.07.2019,TÜRKÇE,261,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,115020,4.083
Eyvah Kitap!,"Kitap > Çocuk Kitapları > 12+ Yaş > Hikaye, Roman & Masal",Mine Soysal,GÜNIŞIĞI KİTAPLIĞI,5 / 5 (752 oy),3.220,405,61,797,"215,00",27.07.2020,TÜRKÇE,127,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,33488,291
Siyah İnci,Kitap > Edebiyat > Roman (Çeviri),Anna Sewell,KAPRA YAYINCILIK,5 / 5 (217 oy),2.970,222,28,333,"30,00",28.11.2020,TÜRKÇE,184,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,11856,127
Tablet / Hiç Göründüğü Gibi Değil,Kitap > Çocuk Kitapları > Hikaye,Gazi Koç,TİMAŞ GÜLCE ÇOCUK,5 / 5 (40 oy),712,28,5,67,"100,00",07.05.2024,TÜRKÇE,64,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,2627,25
Hekaton’la Son Tango,Kitap > Psikoloji > İnceleme,Dr. Mustafa Merter,KETEBE YAYINEVİ,5 / 5 (175 oy),2.157,195,49,169,"249,00",04.12.2023,TÜRKÇE,296,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,6825,107
Sinekli Bakkal,Kitap > Edebiyat > Roman (Yerli) > Kitap > Edebiyat > 100 Temel Eser,Halide Edib Adıvar,CAN YAYINLARI,5 / 5 (1296 oy),12.419,947,83,1.537,"440,00",22.11.2022,TÜRKÇE,476,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,19320,594
Ayvayı Yedik Müzesi,Kitap > Çocuk Kitapları > Diğer,Mert Arık,TİMAŞ ÇOCUK YAYINLARI,5 / 5 (499 oy),7.636,567,113,1.280,"125,00",08.09.2023,TÜRKÇE,64,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,51010,324
Mermedusa,Kitap > Edebiyat > Bilimkurgu-Fantazya,Thomas Taylor,TİMAŞ GENÇ,5 / 5 (66 oy),1.153,129,10,120,"345,00",10.10.2023,TÜRKÇE,368,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,3025,40
Palyatif ToplumGünümüzde Acı,Kitap > Edebiyat > Diğer,Byung-Chul Han,METİS YAYINLARI,5 / 5 (155 oy),4.555,211,18,210,"152,00",27.11.2024,TÜRKÇE,80,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,7430,65
İki Şehveti DizginlemekMide ve Cinsellik,Kitap > İslam > Kültür,İmam Gazali,ÇELİK YAYINEVİ,5 / 5 (99 oy),3.631,155,19,125,"120,00",21.12.2021,TÜRKÇE,128,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,4744,56
Diriliş Neslinin Amentüsü,Kitap > Felsefe-Düşünce > Genel,Sezai Karakoç,DİRİLİŞ YAYINLARI,5 / 5 (3530 oy),15.492,1.714,229,3.898,"60,00",01.03.2012,TÜRKÇE,68,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,74621,1.497
İyilik Şampiyonası,Kitap > Çocuk Kitapları > Hikaye,Yavuz Yiğit,TİMAŞ ÇOCUK YAYINLARI,5 / 5 (24 oy),502,21,4,39,"140,00",07.10.2024,TÜRKÇE,80,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,2289,10
LiderlikDünya Stratejisiyle İlgili Altı Ders,Kitap > Tarih > Dünya > Kitap > Siyaset > Kitap > Siyaset > Uluslararası Siyaset > Kitap > Siyaset > Bölgeler-Ülkeler > Kitap > Siyaset > Araştırma-İnceleme,Henry Kissinger,RUNİK KİTAP,5 / 5 (126 oy),5.172,264,40,141,"450,00",29.03.2023,TÜRKÇE,576,Karton Kapak,13.5 x 20.5 cm,Kitap Kağıdı,6483,57
Satranç,Kitap > Edebiyat > Roman (Çeviri),Stefan Zweig,KAPRA YAYINCILIK,5 / 5 (138 oy),3.082,172,14,766,"20,00",21.12.2020,TÜRKÇE,64,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,10546,83
Bu İlişkiyi Konuşmalıyız,Kitap > Diğer > Söyleşi,Gülcan Özer,KRONİK KİTAP,5 / 5 (15 oy),1.047,55,7,25,"245,00",14.04.2025,TÜRKÇE,256,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,2780,8
Outliers (Çizginin Dışındakiler)Bazı İnsanlar Neden Daha Başarılı Olur?,Kitap > Kişisel Gelişim > Kitap > Orijinal Dil > İngilizce,Malcolm Gladwell,MEDİACAT KİTAPLARI,5 / 5 (1005 oy),18.606,1.264,137,1.201,"380,00",17.06.2020,TÜRKÇE,244,Karton Kapak,14.5 x 21.5 cm,Kitap Kağıdı,30820,511
Takıntılarından Kurtul: Vesvesen,Kitap > Din > Diğer,Mehmet  Yıldız,TİMAŞ YAYINLARI,5 / 5 (66 oy),2.553,152,31,125,"250,00",10.10.2023,TÜRKÇE,184,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,6718,49
Yaban Bütün Eserleri 1,Kitap > Edebiyat > Roman (Yerli) > Kitap > Edebiyat > 100 Temel Eser,Yakup Kadri Karaosmanoğlu,İLETİŞİM YAYINLARI,5 / 5 (2112 oy),14.321,1.264,124,3.248,"260,00",04.10.2019,TÜRKÇE,215,Karton Kapak,13 x 19 cm,Kitap Kağıdı,37244,1.193
Çöp Plaza 1,"Kitap > Çocuk Kitapları > 6-12 Yaş > Hikaye, Roman & Masal",Miyase Sertbarut,TUDEM YAYINEVİ,5 / 5 (273 oy),1.519,160,25,315,"180,00",16.03.2020,TÜRKÇE,134,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,14873,104
Dinozorumun Saklandığı Yer,Kitap > Çocuk Kitapları > Hikaye,Mert Arık,TİMAŞ ÇOCUK YAYINLARI,5 / 5 (250 oy),3.872,208,30,594,"90,00",10.01.2024,TÜRKÇE,32,Karton Kapak,15 x 21 cm,Kitap Kağıdı,23779,155
Doğu Ekspresinde Cinayet,Kitap > Edebiyat > Polisiye > Kitap > Orijinal Dil > İngilizce,Agatha Christie,ALTIN KİTAPLAR,5 / 5 (1608 oy),15.732,1.070,96,2.402,"290,00",17.01.2025,TÜRKÇE,256,Karton Kapak,13.5 x 19.5 cm,3. Hm. Kağıt,27605,896
Savaşçı,Kitap > Psikoloji > İnceleme,Doğan Cüceloğlu,REMZİ KİTABEVİ,5 / 5 (16 oy),2.024,56,15,73,"470,00",07.02.2024,TÜRKÇE,376,Karton Kapak,14.5 x 21.5 cm,Kitap Kağıdı,1874,10
Fahrenheit 451,Kitap > Edebiyat > Bilimkurgu-Fantazya > Kitap > Orijinal Dil > İngilizce,Ray Bradbury,İTHAKİ YAYINLARI,4 / 5 (11198 oy),49.576,5.677,698,13.276,"200,00",20.08.2021,TÜRKÇE,208,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,160967,5.254
Yeşil Kafalar 1 / Ormanı Yemek Yasak,"Kitap > Çocuk Kitapları > 6-12 Yaş > Hikaye, Roman & Masal",Tuğba Coşkuner,CEZVE ÇOCUK,5 / 5 (646 oy),3.537,338,53,755,"225,00",09.06.2021,TÜRKÇE,200,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,21932,311
İnsanın Anlam Arayışı,Kitap > Psikoloji > İnceleme > Kitap > Felsefe-Düşünce > Genel,Viktor Emil Frankl,OKUYAN US YAYIN,5 / 5 (2449 oy),40.746,2.508,272,3.759,"245,00",19.09.2019,TÜRKÇE,170,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,75608,1.231
"Filippo, Ben ve Kiraz Ağacı",Kitap > Çocuk Kitapları > Roman,Paola Peretti,TİMAŞ GENÇ,5 / 5 (191 oy),3.758,306,34,523,"160,00",28.04.2025,TÜRKÇE,144,Karton Kapak,13.5 x 20.5 cm,Kitap Kağıdı,10423,113
Göktürk Kitabeleri,Kitap > Edebiyat > Anlatı,Anonim,KAPRA YAYINCILIK,5 / 5 (138 oy),1.889,183,19,156,"30,00",09.06.2021,TÜRKÇE,184,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,6048,72
Gürültüİnsan Yargısında Hata,Kitap > Psikoloji > İnceleme,Daniel Kahneman,PEGASUS YAYINLARI,5 / 5 (26 oy),2.659,108,11,21,"500,00",07.11.2023,TÜRKÇE,512,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,2958,7
Uzun Hikaye,Kitap > Edebiyat > Hikaye (Yerli),Mustafa Kutlu,DERGAH YAYINLARI,5 / 5 (3438 oy),15.657,1.418,152,4.867,"150,00",01.10.2012,TÜRKÇE,120,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,70521,1.731
Beden Kayıt Tutar,Kitap > Psikoloji > Genel,Bessel A. van der Kolk,NOBEL YAŞAM,5 / 5 (380 oy),12.329,619,84,393,"450,00",14.06.2023,TÜRKÇE,464,Karton Kapak,13.5 x 21.5 cm,Kitap Kağıdı,19115,185
Kurtlarla Koşan KadınlarVahşi Kadın Arketipine Dair Mit ve Öyküler,Kitap > Diğer > Mitoloji > Kitap > Kadın-Erkek > Kadın Kitapları > Kitap > Orijinal Dil > İngilizce,Clarissa Pinkola Estes,AYRINTI YAYINLARI,5 / 5 (1105 oy),26.454,1.760,354,1.095,"490,00",19.09.2023,TÜRKÇE,544,Karton Kapak,13.5 x 21.5 cm,Kitap Kağıdı,36168,482
Hayatın  Anlamı,Kitap > Edebiyat > Diğer,Sinan Canan,ALFA YAYINLARI,5 / 5 (85 oy),3.701,267,32,139,"325,00",24.05.2024,TÜRKÇE,272,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,5496,43
Gazap Üzümleri,Kitap > Edebiyat > Roman (Çeviri),John Steinbeck,İLETİŞİM YAYINLARI,5 / 5 (246 oy),13.631,615,68,637,"550,00",28.12.2021,TÜRKÇE,540,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,10329,135
